Он осторожно обходил капли крови на паркете, чтобы не наступить на них, с таким видом, как будто это были дождевые лужи среди дороги.	 133
Пауль лежал в постели и притворялся спящим.	 43
Потянуло сыростью.	 18
Сядьте в стандартное кресло в салоне самолета и осмотритесь вокруг.	 67
Во-вторых, клетка Фарадея -чтобы установить, нет ли при мне враждебного программного обеспечения.	 97
Теперь преимущество Центральных миров было видно невооруженным глазом.	 71
Над замком Каладан стояла теплая ночь, но из древних каменных стен, двадцать шесть поколений служивших роду Атрейдесов, как всегда перед сменой погоды, выступил тонкий, прохладный налет влаги.	 194
Даже с высоты сто девяносто первого этажа видно, что улица внизу покрыта густой колышущейся толпой.	 99
Он потрясенно смотрел, как по песчаной дорожке мимо зеброжирафа, совсем рядом с ним, идет человек.	 98
Чувствуя себя воистину замечательно, я сел и огляделся.	 55
Один из таких людей — Рик Декарт — профессиональный охотник на андроидов.	 73
Горбоносый ушиб нос о ствол ружья.	 34
За неделю до отлета на Арракис, когда суета приготовлений и сборов достигла апогея, превратившись в настоящее безумие, какая-то сморщенная старуха пришла к матери Пауля.	 169
Было почти светло, как в яркую лунную ночь на Земле, но не было лунных теней и не было лунной туманной голубизны, все было серое, пыльное, плоское.	 147
Воздух был горячий и густой, пахло пылью, старым железом, раздавленной зеленью, жизнью.	 89
Он думал о том непонятном существе, которое с некоторых пор появилось в здешних водах, пугая рыбаков и прибрежных жителей.	 122
Или
Но следует вспомнить, что даже в одной технократии Лирм живет около одного триллиона людей.	 91
Отец, кстати, потом полдня возился с оружейкой, все никак не мог понять, как я ее вскрыл.	 89
Впрочем, коллеги никуда особенно не торопились, в такую-то погоду.	 66
Он затрепетал на ветру, как крылья бабочки и замер.	 51
Правда есть еще компьютерные игры….	 35
Фильм продолжается.	 21
Когда направленная медитация заканчивается, все встают на ноги, потягиваются, отряхиваются и готовятся к терапевтическому телесному контакту.	 143
Поистине удивительно, насколько разносторонним было его творчество.	 67
Кстати Зельда оказалась впервые на планете после того как покинула планету свалку десять лет назад.	 100
Бронзовые зеркала, как сильные конденсаторы, собирали свет и бросали лучи в океан на много десятков миль.	 105
Большинство фильмов состоит из шести-семи частей, которые следует воспроизводить в определенном порядке.	 104
Но несмотря на то, что это было страшно на вид вреда для корабля не несло, заряд накопленный на корпусе был еще в пределах нормы хоть и приближался к верхней границе.	 166
Казалось бы, зачем, куда уж крепче, ведь она знает, что он от нее совершенно без ума и ни с какой другой женщиной жить не хочет.	 128
Рядом с кроватью, на еще одном деревянном стуле лежали мои аккуратно сложенные вещи: любимые джинсы и мимикрирубашка, рядом на полу стояли привычные псевдоальпинистские ботинки.	 177
Каким чудом они с Аликом прошли паспортный контроль и благополучно сели в самолет, Егор себе совершенно не представлял.	 119
Он потерял глаз.	 16
Он и заговорил первым.	 22
Осознав себя ИИ взял под контроль роботов и другую технику и объявил человечеству войну.	 88
Я даже и не знаю, сколько всего Тайлер успевал сделать за те ночи, когда я страдал бессонницей.	 95
Развалясь на красном диване, он пил прямо из горлышка и, чтобы отбить вкус, сосал талую воду, макая лицо в хрустальное ведерко с кубиками льда.	 143
Я молился о резких порывах бокового ветра.	 42
Сухие.	 6
Согласно одной из легенд Зоны, именно это сказал Рэд Шухов своим спутникам за несколько мгновений до того, как они замуровали его живьем у основания бетонного саркофага Четвертого энергоблока.	 192
Спросите меня, и я объясню, как приготовить нервно-паралитический газ.	 72
Завинчен изнутри шестью ржавыми гайками – Кат видел их, когда его тащили наверх.	 80
Он медленно вытащил сигарету, не сводя глаз с запрокинутого лица, щелкнул зажигалкой, потом наклонился и положил портсигар вместе с зажигалкой рядом с черными пальцами, и пальцы жадно вцепились в портсигар и сжали его, а Гепард, не говоря ни слова, повернулся, и мы двинулись дальше.	 283
Как и следовало ожидать, детектор радиации показал, что котлован накрыт свежим пятном цезия.	 92
Эта штука беспокоила меня больше всего, даже больше сложившейся ситуации.	 73
Осталось восемь минут.	 24
Все дело во времени.	 20
Будь его воля, Рик и вообще не стал бы возиться с этой заводной игрушкой и жил бы, пока не появится возможность купить себе живое животное, вообще без никакого, но подобное поведение считалось в обществе крайне предосудительным, а если бы он даже решил наплевать на все приличия, оставалась еще Айран, которой было очень даже не все равно, как смотрят на нее соседи.	 366
Да смерти были, куда без этого.	 33
В Атаране в два раза более, в Аваре если учитывать и рабов то и вовсе три раза.	 79
Но роботы берутся за их решение по-своему.	 42
Он зажег лампу, закурил сигару и начал ходить из угла в угол по небольшой каюте.	 80
А вот едва уловимые шумы, которые производят крадущиеся по Зоне люди, дождь заглушал начисто.	 93
По эту сторону нетерпеливо переминались, щелкали замками чемоданов, возбужденно оглядывались пестрые пассажиры.	 111
Иногда переходите по ссылке, и узнаете что-нибудь еще.	 54
Даже наоборот: молодой человек вызывал симпатию необычайной комичностью жестов и мимики лица, а своим уродством мог возбудить только жалость.	 141
Первым через звездные врата отправился старый фрегат второго поколения с преступниками на борту.	 97
Лес расступился, мы переехали через мост и покатили между картофельными полями.	 80
Энергии правда этот выстрел требовал столько сколько все реакторы рейдера генерировали за час на максимальной мощности.	 120
Люк вниз, на тридцать второй из задуманных предками сорока этажей, закрыт.	 74
Во время разбега, пока самолет мчался по полосе, а спинки наших кресел были приведены в вертикальное положение, столики убраны, и ручная кладь помещена в багажные отделения над нашей головой, и мы воздерживались от курения, я молился о том, чтобы произошла катастрофа.	 268
Если ты погиб во время командировки, то сумма страховки утраивается.	 68
Он мог жестоко наказать любого за нарушение неписаных законов Зоны, а мог спасти, указав заблудившемуся сталкеру невидимую ловушку или безопасный обратный маршрут.	 163
Люка снова вернулся в клуб, но только больше уже не пил.	 56
Ящики открылись в полете, рассыпая в воздухе ворохи белой писчей бумаги, тут же подхваченной воздушными потоками.	 113
Теперь аграфы в ближайшие пару десятилетий, а то и столетий не смогут угрожать власти Центральных миров.	 104
Больше всё же андроидов — они способны долгое время поддерживать свою работу исключительно на электричестве, пока там не заработают космические оранжереи.	 154
Воистину велика и безгранична фантазия Станислава Лема.	 55
Пальцы длинные, ладони потные, старается вести себя так, чтобы его не замечали.	 79
Пожал ей руку на пороге, сказал, что пришел за братом, одним из приятелей ее восьмилетнего отпрыска.	 100
Солнце скрылось за лесом.	 25
У себя в комнате Люка выдвинул из-под кровати сундучок, отпер его и вытащил тяжелый пуленепpобиваемый жилет.	 108
Корабль был полностью в порядке.	 32
Рик получает задание выследить и уничтожить нескольких беглых андроидов, нелегально прибывших на Землю.	 103
Спускаться туда не хотелось абсолютно.	 38
Хорхе было лет тридцать (тридцать-плюс-жизненный-опыт).	 55
Конечно, все было идеально; слишком идеально.	 45
Все тело кричало, приказывая немедленно выдернуть руку из этой жаровни… но… гом джаббар.	 88
Одним это существо причиняло вред, другим неожиданно помогало.	 64
Трудно было объяснить, почему каждый его жест возбуждает такой неудержимый смех.	 80
Перед ними дремали в лучах горячего солнца берега великой Атлантиды.	 70
Машина затряслась и запрыгала.	 30
Да в такую рань.	 16
Страшно подумать, но то место, где мы сейчас находимся, скоро превратится в математическую точку в воздухе.	 107
Пауль снова всмотрелся в свою правую руку, а затем поднял взгляд на Преподобную.	 80
Мир недалёкого будущего пронизан виртуальным пространством, а людская плоть сплошь иссечена высокотехнологичными устройствами.	 126
Список всех этих вещей я прикрепил у себя дома к двери платяного шкафа.	 73
Такие вещи случаются.	 23
А я что.	 8
Как у святых на древних иконах.	 31
Дерьмово там было, в котловане.	 31
Думал и об абсолютной, невыносимой тишине, которая составляла его жизнь.	 72
Вспыхивает вторая точка.	 24
Грея как первый помощник капитана, другими словами она брала на себя всю текучку и занималась тактическими вопросами, я же отвечал за стратегические.	 150
Однажды утром в середине февраля Чак Спайер обнаружил, что сел аккумулятор старенького «де сото» сорок восьмого года выпуска.	 125
Не говоря уже об бунте искусственного интеллекта, о Контакте с высшем непостижимом в своей силе и целях разумом.	 112
Тонкий, изящный и оригинальный юмор прекрасно сочетается с глубоким смыслом, который с первого прочтения иной раз не удаётся уловить.	 133
Путешественники сошли с корабля и расположились в черных гондолах, украшенных диском солнца.	 92
Он уже бредил.	 14
На три месяца, под замком, вдали от повседневной рутины.	 58
Других дел в Реденсьоне в этот знойный понедельник он явно не нашел.	 68
Два проектора работают, ты стоишь между ними и держишь в каждой руке ручки заслонок.	 84
Иногда ты просыпаешься непонятно где, и тогда приходится задавать вопросы.	 76
Он затянулся, прикрыв глаза, и сейчас же надсадно закашлялся, весь посинел, задергался, из-под повязки на щеку выползла капля крови и застыла.	 142
Но теперь ведь даже полупустой дом вроде этого котировался по шкале заселенности достаточно высоко.	 99
Но все же, фут бетона – это очень важно, когда у твоей соседки села батарейка в слуховом аппарате и поэтому она смотрит свое любимое игровое шоу на полной громкости.	 167
Представьте, что вы читаете книгу из серии Звездных войн, ну или фанфик.	 72
Несмотря на то что солнце пряталось среди туч, мерцал в котловане одинокий световой зайчик, что-то периодически взблескивало среди травы, в переплетении ржавой арматуры и металлического лома, словно выцеливая меня оптическим прицелом.	 234
Смолистое дерево, смешанное с серой и нефтью, давало яркое пламя, которого не могла погасить даже буря.	 103
Я бы и тогда стал боконистом, если бы кто-нибудь преподал мне кисло-сладкую ложь Боконона.	 90
Это несколько смутило его, и доклад он прокричал не столь отчетливо, как надеялся.	 82
Люди, которые остались на Земле, влачат жалкое, унылое существование в городах, которые тоже вымирают.	 102
Нес воздух и аромат, обещающий кофе.	 36
При желании используя находящееся в ней оборудование можно было создать космический корабль с нуля.	 99
Я как капитан, пилот, медик и главный ответственный за установку звездных врат.	 79
Ребенок протягивает руку к огню.	 32
Да и все кругом притворяются, когда внезапно валятся на землю, хрипят, пускают пену и делают себе в штаны.	 106
Эти дикобразы, они бы нам тут навоевали.	 40
Ему снилась какая-то пещера на Арракисе, молчаливые люди, скользящие в неясном свете плавающих в воздухе ламп.	 110
А ведь подумать только, до чего близко к сердцу принимали невзгоды Джонни Фонтейна самые блестящие кинозвезды Америки, когда он шел в гору.	 139
Но эти женщины, поди пойми, что у них на уме, какая там логика, говорил себе Сигурд Оли.	 88
Во-первых, нас ещё не победили.	 31
Большинство людей покинули Землю и перебрались на другие колонизированные планеты солнечной системы.	 100
Аграфы изначально могли поспорить своей военной мощью с Центральными мирами, но теперь уже нет.	 95
Вход был напротив официального, и Коля оказался за сутулой генеральской спиной.	 81
Пять «Кувалд», работающие согласованно, могли создать вокруг себя настоящую «сферу смерти», уничтожая любые приблизившиеся к ним корабли, и даже мой линкор «Невеста Хаоса» не пережил бы их двух слаженных залпов.	 211
Безнадежное это дело – ловить старую опытную щуку на голый крючок.	 66
Неприятно.	 10
Представление огня связывается у ребенка с представлением боли.	 63
Их велосипеды уже успели доблестно выдержать тяжелый переход через горную пустошь, что раскинулась к югу от Ногалеса.	 119
Пилот включает табло «Пристегните привязные ремни» и просит нас не покидать свои места.	 89
Поселяешься в номере отеля и находишь там одноразовое мыло, одноразовые пакетики с шампунем, крошечные одноразовые брикеты масла, одноразовое полоскание для рта и даже одноразовую зубную щетку.	 193
Если дела основательно продвинутся и Солоццо нынче откроет карты, возможно, все это обернется неплохим рождественским подарком дону Корлеоне.	 141
Максим торопливо побежал вверх по обрыву.	 41
А потом, несколько часов спустя, когда уже съедены все сандвичи и весь картофельный салат, когда в отцовском термосе не осталось ни капли и когда мама уже готова сказать, что пора собираться домой, обломанная верхушка полусгнившего дерева вновь показывалась над поверхностью воды.	 280
Я ещё не нашла такого героя, но вижу его как живого.	 52
Он хотел было вскочить и попросить у нее разрешения осмотреть дом, но понял, что она этого не одобрила бы.	 106
Он попытался представить себе жителей этой планеты – вряд ли благополучной.	 75
Наконец-то приоткрылась дверь, и комиссар поманил его пальцем.	 62
А вдоль всей горной цепи протянулось одно из самых чудесных произведений искусства атлантов, создание великого ваятеля Атлантиды — Адиширны-Гуанча: бог Солнца, изображенный в виде полулежащего на боку юноши.	 209
Старуха говорила правду, сомневаться не приходилось: Пауль судил по ее интонации.	 81
Вот и получается, что дело дрянь.	 33
Снова возвратившись в прежнее состояние полусознания, он сумел обнаружить связь между обломком столба и своим нынешним положением – боль тоже наплывала на него.	 160
Этот звук возникает, когда луч света, направленный на фотоэлемент, проходит через отверстия, оставленные зубцами шестеренок на звуковой дорожке.	 144
А первый раз получил по рукам я, когда вскрыл странных шкаф, в спальне родителей, в котором оказалось оружие.	 109
Шнур натянулся, у Люки перехватило дыхание.	 43
Блестящая глянцевитая зелень скверов с белыми, синими, желтыми, золотыми павильонами,тентами и киосками.	 104
Но формально количество членов ордена за время войны выросло в десять раз, правда большей частью это были обычные кандидаты в члены не прошедшие и одной генетической коррекции.	 176
Когда он в самый первый раз вынырнул из непроглядной черноты, которая предшествовала дымке, к нему пришла мысль, не имевшая никакого отношения к его теперешнему положению.	 171
А значит – пора менять посты.	 29
Я все тщательно записываю.	 26
Скорее даже наоборот, играй я за команду чужих, то посчитал бы дело сделанным.	 78
Очень был чем-то доволен.	 25
Все замолчали.	 14
Теперь наслаждайся им.	 23
Одно только одиночество, куда ни кинь.	 38
Мысль о том, что придется спускаться в котлован, царапала сознание, словно писк гвоздя, скребущего по стеклу.	 109
Ты стоишь между двумя проекторами с ручками заелонок в руках и смотришь в правый верхний угол экрана.	 101
Шивас как мой лейтенант и командующий десантниками ну и сорок пять десантников согласившихся на минимум четырехлетнее, а в случае неудачи так и вовсе восьмилетнее путешествие.	 175
Приносят обед.	 14
Он отодвинулся в сторону, и я сделал шаг вперед.	 48
В комсоставской столовой – Коля чудовищно гордился, что кормится в этой столовой и лично расплачивается за еду, – он ничего не мог есть, а только выпил три порции компота из сухофруктов.	 186
Чего-то она от него хочет.	 26
фырррр.	 7
Предполагалось, что там нам ничто не грозит.	 44
Смена постов.	 15
Дождь струился по его редеющим, черным с проседью волосам и бороде, облепляя круглыми каплями толстые линзы очков в железной оправе.	 132
Выбери сегодня того, кто тебе нужен.	 38
Симулянтка.	 11
На верху маяка была круглая площадка, на которой свободно мог разместиться целый городок.	 89
Через девять минут небоскреб «Паркер-Моррис» прекратит свое существование.	 76
На нем лежала неповторимая печать ручной работы мастеров метрополии: параллели и меридианы были обозначены тончайшей платиновой проволокой, полярные шапки инкрустированы отборными молочно-белыми бриллиантами.	 208
Так-то цифра звучит фантастически большой.	 42
В старых кинотеатрах, там, где еще используют два проектора, киномеханик должен сменить посты так, чтобы зрители не заметили, что кончилась одна часть и началась следующая.	 174
Канал проходил через три гавани, лежащие одна за другой.	 58
Он навалился сверху, и она задохнулась, обдавая ему лицо своим сладостным дыханием.	 83
Я огляделся.	 12
Целыми днями болтался по улицам города, перезнакомился с городскими хулиганами, играл с ними в карты, наловчился обчищать карманы валявшихся у пивнушек мужиков, за что не раз бывал жестоко бит.	 193
Амад нашел нужную страницу, набрал комбинацию цифр на маленьком диске возле звонка, и дверь отворилась.	 103
Люди там живут в пустыне, где нет каидов и башаров Императора, чтобы командовать ими.	 85
Кожа у него медная, усеянная темными веснушками.	 48
Свободно владея научным материалом, он разворачивал увлекательный сюжет и заставлял с неослабным вниманием следить за судьбами своих героев.	 140
Получая сущие копейки и имея невыносимые условие существование лунные жители решают как следует проучить зажравшихся землян.	 124
Накрыли ее этой ночью на рокаде бомбовым ковром — два часа мы расчищали шоссе от обломков машин, отгоняя сумасшедших, лезущих под грузовики, чтобы спрятаться.	 158
Максим вскочил.	 15
И только если удавалось не вспомнить о том, как выскользнула рука.	 66
Боль похожа на тот столб, который всегда на месте, его лишь не видно время от времени.	 86
Гуляючи.	 8
Кто-то спустился с обрыва и ушел в реку.	 40
Предполагалось, что это будет убежище для писателей.	 52
Рекламная брошюра обещала, что между мной и включенным телевизором или стереоустановкой соседа всегда будет не меньше фута бетонного пола, потолка или стены.	 157
Затем обонятельный детектор химсостава биотел удостоверился, что ни при мне, ни во мне не имеется запретных фармацевтических препаратов, а особый сканер поинтересовался моим магнитным билетом Видеобиблиотеки — уточнил, не смотрел ли я на выходных фильмы предосудительного содержания.	 283
На горе у Сола полетела передача.	 33
Дело выглядело бы скверно, даже если бы у противника не имелось «Бегемота» с непонятными пока что характеристиками.	 115
Пытаясь укрыться от дождя и ветра, что угрожали ему с одной стороны, и охранных видеокамер — с другой, он в последний раз, отчаянно, испуганно затянулся…Во— первых, детектор металла, желавший проверить, нет ли у меня с собой складной снайперской винтовки.	 255
Мысль об обломке деревянного столба, торчавшем из песка на пляже Ревир-Бич.	 75
На сторону бунтарей встает суперкомпьютер огромной мощности, обладающий к тому же настоящей душой и отменным чувством юмора.	 124
Ах да, а еще там были кухонный гарнитур со столешницами из натуральной древесины и низковольтная проводка для осветительных приборов.	 135
Я проснулся на белых хрустящих простынях под пение жаворонка, ощущая кожей ласку солнечных лучей.	 97
Нелепость и ребячество.	 23
Выход из гиперпространства сопровождался коронными разрядами вокруг нашего рейдера из-за огромного заряда на поверхности корпуса.	 130
Сол и Элена обогнули домик.	 27
Замок Каладан, в котором он не знал игр со сверстниками, пожалуй, вовсе не заслуживал грусти при расставании.	 109
В то утро бушевал ураган, но подъём был объявлен заранее, и он ни за что не захотел его откладывать.	 100
Он вырыл в песке глубокую яму, а затем опустил в нее бревно одним концом, и оно встало почти вертикально.	 105
На последнем же снимке сто девяносто этажей небоскреба обрушиваются всей своей массой на Национальный музей.	 108
Лет двадцати пяти, худощав.	 27
Моряки рассказывали их шепотом, боязливо озираясь, как бы опасаясь, чтобы это чудовище не подслушало их.	 104
Тот в ответ объяснил, что приглядывает за братом, пока родители за границей, – он здесь временно, сам снимает квартиру в центре, а вся семья живет тут рядом, так сказать, на даче.	 179
Мартин переместился налево от нее.	 34
В перспективе ожидалось возможное свидание с начальником училища, и вчерашний курсант ждал этого свидания с нетерпением, страхом и трепетом, словно девушка – встречи с первой любовью.	 183
Только теперь все пальцы, кроме большого, были непропорционально длинными, как пальцы Носферату, а большой, наоборот, слишком короток.	 134
Еще один просто красный галстук.	 32
Мелькнула на секунду трусоватая мысль скомандовать флоту отступление и отварп в Унатари, но я тут же отогнал её.	 114
Между планетой и базой возникло регулярное грузовое и пассажирское сообщение.	 77
Никто в зале ничего не замечает.	 34
Всего отправилось пятьдесят шесть человек.	 42
Мой дом – это квартира на пятнадцатом этаже кондоминиума, расположенного в многоквартирном доме, напоминающем мне стеллаж для пожилых вдов и молодых профессионалов.	 166
Большую дисгармонию трудно было представить.	 44
Родители меня так назвали, вернее, чуть не назвали.	 51
Ему нравилось сидеть и смотреть, как прилив наступает на берег и в конце концов накрывает деревяшку целиком.	 108
Мои руки смыкаются у Марлы за спиной.	 39
Руки и ноги у них нервно подергивались.	 39
Такая красивая, с ангельским личиком, томными фиалковыми глазами, хрупкая, тоненькая, с точеной фигуркой.	 105
Она верила, что бог гораздо больше любит владельцев яхт, чем владельцев простых моторок.	 88
Не было вокруг никаких шумов.	 29
Дальше почва постепенно возвышалась, переходя в горную цепь.	 60
Глупые имена для настоящих людей.	 33
Вечерний береговой ветер доносил до самого корабля ароматы цветущих апельсиновых деревьев, магнолий и душистых горных трав.	 123
Когда у тебя во рту пистолет, и ты сжимаешь зубами его ствол, говорить удается только одними гласными.	 104
Но я ее никогда не забуду.	 26
Снежные вершины окаймляли статую бога Солнца, как белое облако, утопавшее в синеве тропического неба.	 103
Косяк с его стороны знатный, и легко вернуть свою без пяти минут будущую жену он не рассчитывал.	 96
Сегодня вечером направленная медитация неожиданно не действует на меня.	 73
После ядерной войны Земля превратилась в выжженную, умирающую пустыню.	 70
Всего-то я только троих пока еще видел, но уже меня от них тошнит, и уже мне ясно, что такая вот, извините за выражение, воинская часть, из тыловой вши сколоченная, да еще наспех, да еще кое-как, все эти полковые пекари, бригадные сапожники, писаря, интенданты — ходячее удобрение, смазка для штыка.	 299
Он снимал жилье с пансионом у итальянской семьи, с которой состоял в дальнем родстве.	 85
Суфир Хават, старший мастер-асассин при дворе его отца, объяснял ему, что Харконнены, смертельные враги дома Атрейдес, восемьдесят лет властвовали над Арракисом – он был их квазиленным владением по контракту на добычу легендарного гериатрического снадобья, Пряности, меланжи – контракту, заключенному с Харконненами компанией КООАМ.	 332
Киномеханики вообще много чего могут себе позволить.	 52
Можете звать меня Ионой.	 24
В зале шумят зрители.	 21
Генерал выслушал и указал на стул перед столом.	 47
Погода безветренная, хорошая.	 29
Чакры остаются закрытыми.	 25
Сидевшая, поджав под себя ноги, на коричневом диване Дара, улыбаясь, повторила историю своего происхождения от Бенедикта и адской девы Линтры, рождения и воспитания при Дворе Хаоса, обширного неэвклидового царства, где само время представляло странные проблемы случайного распределения.	 286
Не знаю, что уж там понял Тайлер, но я почувствовал, что теперь я в состоянии справиться со всеми неполадками в моем мире: и с химчисткой, которая постоянно возвращает мне рубашки со сломанными пуговицами, и с банком, засыпающим меня сообщениями о превышении кредита, и с моей работой, и с начальником, который хозяйничает в моем компьютере, как у себя дома, меняя настройки ДОС.	 381
Пришел в себя новоявленный турист в самолете, когда тот уже был в воздухе.	 75
Я езжу на те встречи, в которых не желает участвовать мой начальник.	 68
Дима Шухов по кличке Рэд действительно нашел выход из безвыходной ситуации.	 77
Та самая стиральная машина, встроенная в стену ванной.	 54
Я спросил Тайлера, не художник ли он.	 39
После этого я вставил левой рукой мое удостоверение сотрудника компании в контрольное устройство, правую ладонь притиснул к экрану дактилоскопа, вытаращенными глазами уставился в жерло сканера глазной сетчатки — одновременно подпрыгивая на одной (левой) ножке и насвистывая первые четыре такта песни «Не забывай меня, Аргентина».	 329
Я лежал на склоне полуразмытой ливнями железнодорожной насыпи и сосредоточенно прислушивался к шелесту падающей с неба воды.	 126
Подсказка: обними того, кто идет тебе навстречу.	 50
Вы почувствуете себя Гулливером в стране лилипутов.	 51
День рождения был в самом разгаре, виновник торжества и его друзья бодро стояли на ушах.	 88
Пауль лежал в полудреме и думал.	 34
Люди стоят, смотрят вверх.	 26
Так прошло две недели.	 23
И люди.	 7
После поверхностной проверки систем я направил рейдер к ближайшей планете чтобы сбросить накопившийся статический заряд об магнитную сферу планеты.	 147
Это ведь не захват, а полноценное развитие удалённых маяков — к каждому из них прибыли грузовые звездолёты с материалами для постройки верфей, жилых помещений, оранжерей, ремонтных мастерских, причалов и оборонительных сооружений.	 230
